rep_id,territory_id,doctor_id,doctor_specialty,month,monthly_call_count,rx_volume,_true_vmax,_true_km,_true_territory_re
R004,T01,DR0014,Cardiologist,5,10,41.9,45.0,4.0,2.437736638035451
R004,T01,DR0014,Cardiologist,6,7,33.8,45.0,4.0,2.437736638035451
R004,T01,DR0014,Cardiologist,7,3,16.0,45.0,4.0,2.437736638035451
R004,T01,DR0014,Cardiologist,8,5,25.6,45.0,4.0,2.437736638035451
R004,T01,DR0014,Cardiologist,9,4,29.1,45.0,4.0,2.437736638035451
R004,T01,DR0014,Cardiologist,10,8,36.6,45.0,4.0,2.437736638035451
R004,T01,DR0014,Cardiologist,11,8,33.3,45.0,4.0,2.437736638035451
R004,T01,DR0014,Cardiologist,12,10,50.0,45.0,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,1,5,28.2,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,2,2,15.3,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,3,5,21.2,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,4,6,32.7,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,5,6,31.7,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,6,10,53.0,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,7,4,20.4,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,8,8,49.7,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,9,3,25.0,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,10,5,29.7,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,11,7,36.2,52.5,4.0,2.437736638035451
R005,T01,DR0015,Endocrinologist,12,5,31.7,52.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,1,1,9.0,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,2,4,18.4,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,3,6,22.8,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,4,6,22.8,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,5,6,25.9,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,6,4,24.8,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,7,1,7.0,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,8,7,42.7,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,9,3,14.2,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,10,2,14.6,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,11,3,32.7,37.5,4.0,2.437736638035451
R001,T01,DR0016,Neurologist,12,5,16.5,37.5,4.0,2.437736638035451
R002,T01,DR0017,GP,1,2,15.0,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,2,4,17.0,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,3,4,11.3,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,4,4,12.3,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,5,1,8.7,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,6,3,11.5,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,7,5,20.8,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,8,4,18.1,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,9,1,6.6,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,10,3,13.0,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,11,5,23.5,25.0,4.0,2.437736638035451
R002,T01,DR0017,GP,12,3,11.3,25.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,1,4,15.1,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,2,1,12.2,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,3,5,24.9,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,4,9,39.2,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,5,7,38.0,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,6,4,27.4,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,7,6,37.5,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,8,3,13.6,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,9,5,32.3,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,10,4,21.9,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,11,6,33.9,45.0,4.0,2.437736638035451
R003,T01,DR0018,Cardiologist,12,2,28.1,45.0,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,1,6,22.0,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,2,4,39.2,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,3,12,38.6,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,4,4,31.2,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,5,4,18.0,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,6,6,32.2,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,7,4,28.6,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,8,6,59.3,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,9,6,35.5,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,10,6,27.3,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,11,8,26.4,52.5,4.0,2.437736638035451
R004,T01,DR0019,Endocrinologist,12,4,26.6,52.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,1,3,16.8,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,2,8,30.8,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,3,6,33.0,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,4,4,14.7,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,5,2,17.2,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,6,5,25.3,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,7,2,12.8,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,8,4,25.3,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,9,4,20.1,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,10,4,21.6,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,11,3,19.5,37.5,4.0,2.437736638035451
R005,T01,DR0020,Neurologist,12,10,28.0,37.5,4.0,2.437736638035451
R001,T01,DR0021,GP,1,4,11.2,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,2,1,9.0,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,3,6,24.5,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,4,4,10.1,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,5,2,7.6,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,6,2,13.2,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,7,2,8.8,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,8,4,17.9,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,9,4,10.4,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,10,1,9.6,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,11,1,10.0,25.0,4.0,2.437736638035451
R001,T01,DR0021,GP,12,2,10.5,25.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,1,4,17.6,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,2,10,47.4,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,3,3,22.8,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,4,5,23.2,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,5,4,28.8,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,6,7,40.7,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,7,7,31.1,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,8,6,29.8,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,9,8,21.9,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,10,9,35.5,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,11,8,41.5,45.0,4.0,2.437736638035451
R002,T01,DR0022,Cardiologist,12,3,16.8,45.0,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,1,5,30.5,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,2,7,39.7,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,3,3,18.8,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,4,9,22.0,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,5,6,24.3,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,6,2,32.2,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,7,4,29.0,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,8,7,29.2,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,9,4,33.9,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,10,4,23.6,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,11,8,27.9,52.5,4.0,2.437736638035451
R003,T01,DR0023,Endocrinologist,12,5,39.0,52.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,1,6,38.2,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,2,6,25.5,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,3,6,32.1,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,4,1,10.6,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,5,2,13.8,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,6,3,20.7,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,7,6,31.7,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,8,3,19.3,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,9,8,22.0,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,10,7,29.2,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,11,6,25.0,37.5,4.0,2.437736638035451
R004,T01,DR0024,Neurologist,12,3,18.7,37.5,4.0,2.437736638035451
R005,T01,DR0025,GP,1,1,8.8,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,2,2,12.7,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,3,1,7.1,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,4,3,10.0,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,5,3,12.5,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,6,3,11.4,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,7,5,23.3,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,8,1,10.6,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,9,1,4.5,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,10,5,13.4,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,11,2,9.3,25.0,4.0,2.437736638035451
R005,T01,DR0025,GP,12,2,8.2,25.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,1,3,25.4,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,2,6,33.8,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,3,7,40.2,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,4,7,20.2,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,5,7,25.4,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,6,5,22.7,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,7,4,16.0,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,8,8,30.3,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,9,2,18.5,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,10,4,25.6,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,11,4,37.0,45.0,4.0,2.437736638035451
R001,T01,DR0026,Cardiologist,12,6,30.9,45.0,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,1,5,40.2,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,2,7,40.0,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,3,3,18.9,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,4,6,50.5,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,5,5,25.9,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,6,7,49.7,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,7,2,20.5,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,8,5,37.3,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,9,7,43.4,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,10,4,33.2,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,11,9,49.4,52.5,4.0,2.437736638035451
R002,T01,DR0027,Endocrinologist,12,2,18.3,52.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,1,2,15.2,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,2,3,14.7,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,3,1,7.4,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,4,10,29.9,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,5,5,15.2,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,6,2,13.1,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,7,3,20.4,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,8,2,16.9,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,9,5,23.5,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,10,3,32.1,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,11,8,29.2,37.5,4.0,2.437736638035451
R003,T01,DR0028,Neurologist,12,5,25.7,37.5,4.0,2.437736638035451
R004,T01,DR0029,GP,1,1,5.9,25.0,4.0,2.437736638035451
R004,T01,DR0029,GP,2,2,10.6,25.0,4.0,2.437736638035451
